id,tripId,name,name_original,category,description_he,address,lat,lng,rating,rating_count,opening_hours,cost,estimated_duration,website,google_maps_link,placeId,notes
caaceb83-1f09-475b-b6ee-fd62caccee46,b389876f-9a01-4dda-b3a5-6b673a789468,Gästehaus am Park (Freudenstadt),Gästehaus / Freudenstadt – לינת ביניים,hotel,"בית הארחה משפחתי וחמים בפרוידנשטאדט, נקודת לינה נוחה במרכז היער השחור. ארוחת בוקר ביתית שזוכה לשבחים יוצאי דופן.","Huppenbauerstraße 8, 72250 Freudenstadt, Germany",48.4577744,8.4136736,4.7,71,קבלה 24/7,~80–120€ ללילה לזוג כולל ארוחת בוקר,לינת לילה,https://www.gaestehaus-am-park.de,https://www.google.com/maps/place/?q=place_id:ChIJbU6UIFE0l0cRVstkwC_hJTU,ChIJbU6UIFE0l0cRVstkwC_hJTU,
87bb5160-925d-48f5-a1f9-b9da9345bf86,b389876f-9a01-4dda-b3a5-6b673a789468,Zero Latency Virtual Reality München Neufahrn,Zero Latency Virtual Reality München Neufahrn,activity,"חוויית VR חופשית (free-roam) לקבוצות עד 8 – זומבים, חלליות ומשימות שיתופיות בזירה ענקית. מומלץ להזמין מראש.","Bajuwarenstraße 5, 85375 Neufahrn bei Freising, Germany",48.3294756,11.6913854,4.7,529,ג'-ה': 17:00–22:00 | ו': 17:00–23:00 | שבת: 11:00–23:00 | א': 11:00–21:00 | ב': סגור,~40–50€ לשחקן למשחק (30 דק'),1–1.5 שעות,https://zerolatencyvr.com/munich,https://www.google.com/maps/place/?q=place_id:ChIJf8MHZ4FtnkcR-E-mQE9i2go,ChIJf8MHZ4FtnkcR-E-mQE9i2go,
1a589897-a832-4aab-8a9b-7b2422474070,b389876f-9a01-4dda-b3a5-6b673a789468,BattleKart München-Finsing,BattleKart München-Finsing,activity,"קארטינג חשמלי בשילוב מציאות רבודה – 'מריו קארט' אמיתי עם כוחות, מסלולים מוקרנים ומצבי משחק. דירוג 4.9 – חובה לחובבי הז'אנר.","Am Steinfeld 3, 85464 Finsing, Germany",48.2172259,11.8077385,4.9,290,ב'-ה': 12:00–21:00 | ו': 12:00–22:00 | שבת: 10:00–22:00 | א': 10:00–18:00,~25–30€ למקצה,1–2 שעות,https://www.battlekart.de,https://www.google.com/maps/place/?q=place_id:ChIJ8y_4eAAPnkcRk2GShtClKSw,ChIJ8y_4eAAPnkcRk2GShtClKSw,
98cef7ca-2674-4064-8f25-4cf4d319c986,b389876f-9a01-4dda-b3a5-6b673a789468,Trinkhalle + Lichtentaler Allee,Trinkhalle + Lichtenthaler Allee,nature,"אולם השתייה ההיסטורי (1842) עם ארקדה של פרסקאות, ולצידו שדרת ליכטנטאלר – טיילת פארק יפהפייה לאורך נהר האוס. הליכה קלאסית בבאדן-באדן.","Kaiserallee 3, 76530 Baden-Baden, Germany",48.7618497,8.2366831,4.4,2312,טרינקהאלה: 10:00–18:00 | השדרה: 24/7,חינם,1–2 שעות,https://www.baden-baden.com,https://www.google.com/maps/place/?q=place_id:ChIJ--usWkIfl0cRZTVGWaaFViA,ChIJ--usWkIfl0cRZTVGWaaFViA,
d233bf23-7219-4fec-8559-a8337579367c,b389876f-9a01-4dda-b3a5-6b673a789468,Caracalla Spa (Caracalla Therme),Caracalla Therme – ספא תרמי,activity,"ספא תרמי מודרני על מעיינות רומיים – בריכות פנים וחוץ, ג'קוזי, מפלי עיסוי ועולם סאונות (עירום, 16+). כניסה מגיל 7.","Römerpl. 1, 76530 Baden-Baden, Germany",48.763795,8.2445128,4.1,7629,כל יום: 8:00–22:00,"~20€ ל-2 שעות, ~25–30€ ל-3–4 שעות",2–4 שעות,https://www.carasana.de,https://www.google.com/maps/place/?q=place_id:ChIJkS-PNUEfl0cR3_V_yJ1Ah2k,ChIJkS-PNUEfl0cR3_V_yJ1Ah2k,
3eea5052-cf4e-43cd-8571-ff48f7a19ff1,b389876f-9a01-4dda-b3a5-6b673a789468,Black Forest Open Air Museum Vogtsbauernhof,מוזיאון כפר פתוח Vogtsbauernhof,culture,"מוזיאון כפר פתוח – חוות עתיקות אותנטיות מהמאות 16–19, הדגמות מלאכה חיה, בעלי חיים וגן תבלינים. חוויה משפחתית מעולה ביער השחור.","Vor Singersbach, 77793 Gutach, Germany",48.2702497,8.2009171,4.6,9653,כל יום: 9:00–18:00 (מרץ–נובמבר),"~13€ למבוגר, ~6.5€ לילד",2–4 שעות,https://www.vogtsbauernhof.de,https://www.google.com/maps/place/?q=place_id:ChIJcXBO1rTakEcRgSnHt97cyO4,ChIJcXBO1rTakEcRgSnHt97cyO4,
43e557c2-6acc-4ef9-9973-3200d657d6b3,b389876f-9a01-4dda-b3a5-6b673a789468,Therme Erding,Therme Erding – ספא המים הגדול בעולם,activity,"פארק המים והספא התרמי הגדול באירופה – עשרות מגלשות, בריכות גלים, אזור טרופי וסאונות. מומלץ ביום חול ולהזמין כרטיסים מראש.","Thermenallee 1-5, 85435 Erding, Germany",48.290231,11.8885776,4.5,53387,ב'-ו': 10:00–23:00 | שבת: 9:00–24:00 | א': 9:00–23:00,~40–75€ לאדם (תלוי אזורים ומשך),4 שעות עד יום שלם,https://www.therme-erding.de,https://www.google.com/maps/place/?q=place_id:ChIJH8EL2U4QnkcReD2Uos8B02k,ChIJH8EL2U4QnkcReD2Uos8B02k,
1f15aa65-a082-41f7-a08d-113450956292,b389876f-9a01-4dda-b3a5-6b673a789468,Merkur Bergbahn (Merkur Funicular Railway),Merkur Bergbahn – רכבל לפנורמה,nature,"רכבל כבלים (פוניקולר) מהתלולים בגרמניה אל הר מרקור – פנורמה של באדן-באדן והיער השחור, מגדל תצפית, מסעדה ומסלולי הליכה בפסגה.","Merkuriusberg 2, 76530 Baden-Baden, Germany",48.7629045,8.2644976,4.7,4599,כל יום: 10:00–22:00,~7€ הלוך-חזור,1–2 שעות,https://www.stadtwerke-baden-baden.de,https://www.google.com/maps/place/?q=place_id:ChIJU9X0AbUYl0cREMMfqbhud1w,ChIJU9X0AbUYl0cREMMfqbhud1w,
80be69a0-bbb3-46c7-ab3d-18320a19ec3e,b389876f-9a01-4dda-b3a5-6b673a789468,Augustiner-Keller,Augustiner Keller Biergarten,restaurant,"ביירגארטן אגדי מ-1812 עם ~5,000 מקומות תחת עצי ערמון – בירת אוגוסטינר מחבית עץ ואוכל בווארי קלאסי. מהאותנטיים במינכן.","Arnulfstraße 52, 80335 München, Germany",48.1433523,11.5519791,4.4,39371,כל יום: 10:00–24:00,"€€ (~15–25€ למנה, מאס בירה ~9€)",1.5–3 שעות,https://www.augustinerkeller.de,https://www.google.com/maps/place/?q=place_id:ChIJe8ga9v11nkcRX8CtPNbgTJs,ChIJe8ga9v11nkcRX8CtPNbgTJs,
f68e4e47-3c59-4b59-ae65-8c757d0059fb,b389876f-9a01-4dda-b3a5-6b673a789468,Wirtshaus in der Au,Wirtshaus in der Au,restaurant,"פונדק בווארי מ-1901 המפורסם בכופתאות (Knödel) הטובות בעיר – ברווז צלוי, שניצל ואווירה חמה. קרוב למוזיאון הגרמני, מומלץ להזמין מקום.","Lilienstraße 51, 81669 München, Germany",48.1289862,11.5864746,4.5,5916,ב'-ו': 17:00–23:00 | שבת-א': 10:00–23:00,€€ (~15–25€ למנה),1.5–2 שעות,https://www.wirtshausinderau.de,https://www.google.com/maps/place/?q=place_id:ChIJ2YJ3mHzfnUcRZ8LfM7KI30k,ChIJ2YJ3mHzfnUcRZ8LfM7KI30k,
a8062741-b723-4454-832f-5607b10e659a,b389876f-9a01-4dda-b3a5-6b673a789468,Weisses Bräuhaus im Tal (Schneider Bräuhaus),Schneider Weisse Tap House,restaurant,"בית הבירה של שניידר וייסה במרכז העיר – בירת חיטה אגדית, ארוחת נקניקיות לבנות (Weißwurst) בווארית אותנטית ומלצריות בתלבושת מסורתית.","Tal 7, 80331 München, Germany",48.1364226,11.578467,4.4,16223,כל יום: 9:00–23:30,€€ (~13–22€ למנה),1–2 שעות,https://www.schneider-brauhaus.de,https://www.google.com/maps/place/?q=place_id:ChIJWSpmWop1nkcRZSRCDS-wOeU,ChIJWSpmWop1nkcRZSRCDS-wOeU,
0b4827e3-95ff-422b-b96c-db84e38c8a7d,b389876f-9a01-4dda-b3a5-6b673a789468,Alte Pinakothek,Alte Pinakothek,culture,"מגלריות האמנות הוותיקות והחשובות בעולם – רובנס, דירר, רמברנדט וליאונרדו. טיפ: ביום ראשון הכניסה 1€ בלבד.","Barer Str. 27, 80333 München, Germany",48.1483311,11.5699755,4.7,13058,ג'-ד': 10:00–20:00 | ה'-א': 10:00–18:00 | ב': סגור,~7€ (יום ראשון – 1€ בלבד!),1.5–3 שעות,https://www.pinakothek.de,https://www.google.com/maps/place/?q=place_id:ChIJ12nAjO51nkcRt8DRlE8kWIE,ChIJ12nAjO51nkcRt8DRlE8kWIE,
6c428e0b-8a15-4436-b508-c8b0578cd74b,b389876f-9a01-4dda-b3a5-6b673a789468,Bavaria Statue + Ruhmeshalle,פסל בוואריה + Ruhmeshalle,culture,"פסל הברונזה הענק של בוואריה (18.5 מ') מעל מתחם האוקטוברפסט, ומאחוריו היכל התהילה עם פרוטומות של גדולי בוואריה. אפשר לטפס לראש הפסל.","Theresienhöhe 16, 80339 München, Germany",48.1307233,11.5456961,4.5,96,כל יום: 9:00–17:00 (אפריל–אוקטובר),"פסל בוואריה (עלייה פנימית) ~5€, ההיכל חינם",30–60 דקות,https://www.schloesser.bayern.de,https://www.google.com/maps/place/?q=place_id:ChIJN_AF06zYnUcRwcmPJcyCFQU,ChIJN_AF06zYnUcRwcmPJcyCFQU,
702c13d9-b72d-40a5-9ff2-8404b29a9855,b389876f-9a01-4dda-b3a5-6b673a789468,Eisbachwelle,Eisbachwelle – גלישת גלים בלב מינכן,nature,גל הנהר המפורסם בקצה הגן האנגלי שבו גולשים מקומיים כל השנה – אטרקציה ייחודית ומהנה לצפייה בלב מינכן.,"Prinzregentenstraße, 80538 München, Germany",48.143478,11.5877296,4.8,22479,פתוח 24/7,חינם,15–30 דקות,https://www.muenchen.de,https://www.google.com/maps/place/?q=place_id:ChIJb_TEzGN1nkcRl8UxJJjzS5Q,ChIJb_TEzGN1nkcRl8UxJJjzS5Q,
6577dcd7-6b77-4dd0-91ad-fd06d4e4daca,b389876f-9a01-4dda-b3a5-6b673a789468,Viktualienmarkt,Viktualienmarkt,shopping,"שוק האוכל המפורסם של מינכן – 140 דוכנים של מעדנים, גבינות, נקניקיות, פירות וביירגארטן במרכז. חובה לחובבי אוכל, צמוד למרינפלאץ.","Viktualienmarkt 3, 80331 München, Germany",48.13539,11.576076,4.6,75000,ב'-שבת: 8:00–20:00 | א': סגור (רוב הדוכנים),חינם (אוכל ~5–20€),1–2 שעות,https://www.viktualienmarkt-muenchen.de,https://www.google.com/maps/place/?q=place_id:ChIJs7KGJoF1nkcRbvHy7HEBKiU,ChIJs7KGJoF1nkcRbvHy7HEBKiU,
242fcdd5-54bb-43df-9f81-8e41bfd52c36,b389876f-9a01-4dda-b3a5-6b673a789468,BMW Welt,עולם ה- BMW,culture,"עולם BMW – ביתן תצוגה פוטוריסטי עם דגמים חדשים, מכוניות יוקרה ואופנועים, כניסה חופשית. ממול – מוזיאון BMW ההיסטורי (בתשלום).","Am Olympiapark 1, 80809 München, Germany",48.1771981,11.5562963,4.7,39803,ב'-שבת: 7:30–24:00 | א': 9:00–24:00 (תצוגות: 9:00–18:00),BMW Welt חינם; מוזיאון BMW ~14€,1–3 שעות,https://www.bmw-welt.com,https://www.google.com/maps/place/?q=place_id:ChIJ0VcAin12nkcReOfzPsk8NaU,ChIJ0VcAin12nkcReOfzPsk8NaU,
206d549c-f2bc-4633-931f-4687dadca744,b389876f-9a01-4dda-b3a5-6b673a789468,Exit the Room München,Exit the Room München,activity,חדרי בריחה במגוון נושאים (60 דקות) בשוואבינג – מתאים לקבוצות של 2–6. להזמין מראש אונליין.,"Georgenstraße 28, 80801 München, Germany",48.154897,11.5785377,4.3,380,ב'-ו': 15:45–22:15 | שבת-א': 10:45–22:15,~25–35€ לאדם (תלוי גודל קבוצה),1–1.5 שעות,https://www.exittheroom.de/muenchen,https://www.google.com/maps/place/?q=place_id:ChIJZzl208F1nkcRCowPk7_SVms,ChIJZzl208F1nkcRCowPk7_SVms,
1086a37e-f486-4d32-8e91-29e4f86bda51,b389876f-9a01-4dda-b3a5-6b673a789468,Tantris,Tantris,restaurant,מסעדת שף איקונית (2 כוכבי מישלן) בעיצוב רטרו משנות ה-70 – חוויית פיין דיינינג צרפתית מהטובות בגרמניה. הזמנה חודשים מראש.,"Johann-Fichte-Straße 7, 80805 München, Germany",48.169796,11.588339,4.7,1239,"ד'-שבת: 12:00–16:00, 18:30–24:00 | א'-ג': סגור",€€€€ (תפריט טעימות ~200–350€ לאדם),2.5–4 שעות,https://tantris.de,https://www.google.com/maps/place/?q=place_id:ChIJtSGICsp1nkcRsO8j0sObIio,ChIJtSGICsp1nkcRsO8j0sObIio,
33abbbef-dbb9-421d-a8f2-cd61571f39f6,b389876f-9a01-4dda-b3a5-6b673a789468,Augustiner Bräustuben,Augustiner Bräustuben,restaurant,"אולם בירה עממי בתוך מבשלת אוגוסטינר עצמה – אווירת אוקטוברפסט כל השנה, ברכיות חזיר ענקיות ומחירים הוגנים. אהוב על מקומיים.","Landsberger Str. 19, 80339 München, Germany",48.1392299,11.5455912,4.3,17594,כל יום: 10:00–24:00,€€ (~12–20€ למנה) – מהזולים בעיר,1.5–2 שעות,https://www.braeustuben.de,https://www.google.com/maps/place/?q=place_id:ChIJFwSNT_IBCUERKgoTuCz6Lho,ChIJFwSNT_IBCUERKgoTuCz6Lho,
536f7e6d-63d6-4f82-b627-7a2193dad623,b389876f-9a01-4dda-b3a5-6b673a789468,Zum Franziskaner,Zum Franziskaner,restaurant,"מסעדה בווארית קלאסית ליד הרזידנץ – מפורסמת בזאורברטן, ברווז וקייזרשמרן. אלגנטית יותר מבתי הבירה הגדולים, מומלץ להזמין.","Residenzstraße 9, 80333 München, Germany",48.1393887,11.5771912,4.4,6725,כל יום: 10:00–24:00,€€ (~15–28€ למנה),1.5–2 שעות,https://www.zum-franziskaner.de,https://www.google.com/maps/place/?q=place_id:ChIJl3MdX4t1nkcR_b2vJ4wLuKM,ChIJl3MdX4t1nkcR_b2vJ4wLuKM,
8b4b9302-72f8-45ab-987c-50fdec1d0506,b389876f-9a01-4dda-b3a5-6b673a789468,Black Forest Burger,"Black Forest Burger, Restaurant",restaurant,"המבורגריה מצוינת בוואלדסהוט – בשר איכותי מהאזור, צ'יפס בטטה עם מיונז כמהין ואופציות טבעוניות. עצירה טובה בדרום היער השחור.","Wallstraße 14, 79761 Waldshut-Tiengen, Germany",47.6230646,8.2138507,4.7,632,ב'-שבת: 11:30–20:00 | א': סגור,€€ (~12–18€ להמבורגר עם תוספת),~1 שעה,https://www.blackforestburger.de,https://www.google.com/maps/place/?q=place_id:ChIJ9b-2LapDkEcRxGqcyGTiEZc,ChIJ9b-2LapDkEcRxGqcyGTiEZc,
34a2256c-63a3-465a-9d27-8fdaee12b744,b389876f-9a01-4dda-b3a5-6b673a789468,Alpine Coaster Kolbensattel (Oberammergau),Alpine Coaster,activity,"מזחלת הרים אלפינית באוברמרגאו – עולים ברכבל כיסאות ויורדים 2.6 ק""מ במסילה מהירה עם נוף אלפי. כיף גדול לכל המשפחה; תורים בסופ""ש.","Kreislainenweg, 82487 Oberammergau, Germany",47.5963385,11.0489385,4.6,1650,כל יום: 11:00–18:00 (תלוי עונה ומזג אוויר),"~10€ לירידה (רכבל+קוסטר), הנחות לריבוי נסיעות",1–2 שעות,https://www.kolbensattel.de,https://www.google.com/maps/place/?q=place_id:ChIJl2Us_yirnUcRN4MxyhN7qOA,ChIJl2Us_yirnUcRN4MxyhN7qOA,
797ef99d-2b95-4436-8879-e7ee4396ca55,b389876f-9a01-4dda-b3a5-6b673a789468,Treetop Walk Black Forest (Baumwipfelpfad),Treetop Walk Black Forest,nature,"טיילת צמרות עצים באורך 1.25 ק""מ בגובה 20 מ' המסתיימת במגדל ספירלי עם תצפית ומגלשת ענק (תוספת תשלום). נגיש לעגלות.","Peter-Liebig-Weg 16, 75323 Bad Wildbad, Germany",48.7503584,8.5357728,4.4,13444,כל יום: 9:30–18:00 (תלוי עונה),"~13.5€ מבוגר, ~11€ ילד (חניה ~6€)",1.5–2 שעות,https://www.baumwipfelpfade.de/schwarzwald,https://www.google.com/maps/place/?q=place_id:ChIJ9TqIdj4Vl0cR8CtehapfSOc,ChIJ9TqIdj4Vl0cR8CtehapfSOc,
470427e4-4478-40d1-b7aa-710108f1f1f1,b389876f-9a01-4dda-b3a5-6b673a789468,Hasenhorn Rodelbahn Todtnau,Hasenhorn,activity,"מזחלת ההרים הארוכה בגרמניה (2.9 ק""מ!) – עלייה ברכבל כיסאות לפסגת הזנהורן וירידה מסחררת. נוף לפלדברג ולגשר התלוי של טודטנאו.","Lindenstraße 9, 79674 Todtnau, Germany",47.828843,7.949029,4.6,8126,כל יום: 9:00–16:30 (תלוי עונה),~14.5€ (רכבל + ירידה במזחלת),1.5–2.5 שעות,https://www.hasenhorn-rodelbahn.de,https://www.google.com/maps/place/?q=place_id:ChIJQSczygz_kEcRUgoyvvugTMY,ChIJQSczygz_kEcRUgoyvvugTMY,
e52cdba8-dd29-4e44-b720-1e7a467bc51e,b389876f-9a01-4dda-b3a5-6b673a789468,Schluchsee,אגם Schluchsee,nature,"האגם הגדול ביער השחור – מים צלולים לשחייה, שייט וקיאקים, טיילת אגם ושיט תיירותי. אווירה רגועה ונופים ירוקים.","79859 Schluchsee, Germany",47.8182613,8.1519136,4.7,599,פתוח 24/7,חינם (שכירת קיאק/סירה ~10–20€ לשעה),2–4 שעות,https://www.hochschwarzwald.de,https://www.google.com/maps/place/?q=place_id:ChIJ-W1RWkT2kEcRaCvnl0n_xJw,ChIJ-W1RWkT2kEcRaCvnl0n_xJw,
5722912a-8154-4686-a2b4-5b647f115ecf,b389876f-9a01-4dda-b3a5-6b673a789468,Lake Starnberg (Starnberger See),אגם Starnberg,nature,"אגם שטרנברג – בריחת הקיץ של מינכן, 25 דקות ברכבת מהעיר. טיילות, שחייה, השכרת סירות ותצפית לאלפים בימים בהירים.","Starnberger See, Germany",47.9102006,11.3121698,4.7,2636,פתוח 24/7,חינם (שיט ~10–25€),חצי יום,https://www.starnbergammersee.de,https://www.google.com/maps/place/?q=place_id:ChIJpXShYsXInUcRKMrqDUWolYI,ChIJpXShYsXInUcRKMrqDUWolYI,
775555e1-375c-4d86-9a3e-8af055410d3f,b389876f-9a01-4dda-b3a5-6b673a789468,Dom St. Blasien,Sankt Blasien – כיפה ענקית,culture,"קתדרלה נאו-קלאסית מפתיעה בלב עיירה קטנה ביער השחור – אחת הכיפות הגדולות באירופה (36 מ' קוטר), פנים לבן ומואר עוצר נשימה.","Fürstabt-Gerbert-Straße 16, 79837 St. Blasien, Germany",47.7600163,8.130322,4.7,3878,ב'-שבת: 8:30–18:30 | א': 9:00–18:30,כניסה חינם (תרומה מומלצת),30–60 דקות,https://www.dom-st-blasien.de,https://www.google.com/maps/place/?q=place_id:ChIJTb2qA_tYkEcRUxurkznmomY,ChIJTb2qA_tYkEcRUxurkznmomY,
97d346fc-2d38-4688-82b8-3819f04192a2,b389876f-9a01-4dda-b3a5-6b673a789468,Racing Unleashed – Racing Lounge München,F1 Simulator,activity,"סימולטורי מרוצים מקצועיים ברמת פורמולה – תאי נהיגה הידראוליים, מסלולים אמיתיים ומרוצים קבוצתיים. חוויה מדויקת ומאתגרת לחובבי F1.","Am Ausbesserungswerk 8, 80939 München, Germany",48.1961565,11.6068078,4.7,97,ג'-ה': 12:00–20:00 | ו': 12:00–21:00 | שבת: 10:00–21:00 | א': 10:00–18:00 | ב': סגור,~40–70€ ל-30–60 דקות סימולטור,1–1.5 שעות,https://www.racing-unleashed.com,https://www.google.com/maps/place/?q=place_id:ChIJ71zvxcV1nkcRMB3_c7Ly5Xg,ChIJ71zvxcV1nkcRMB3_c7Ly5Xg,
